score_phrase,title,url,score,genre,release_year,release_month,release_day
Amazing,Banjo-Kazooie,/games/banjo-kazooie/n64-1922,9.6,Platformer,1998,6,30
Great,Mortal Kombat 4,/games/mortal-kombat-4/n64-1912,8.8,Fighting,1998,6,24
Great,Mortal Kombat 4,/games/mortal-kombat-4/ps-3723,8,Fighting,1998,6,24
Mediocre,Jeremy McGrath Supercross '98,/games/jeremy-mcgrath-supercross-98/ps-3915,5,Racing,1998,6,22
Great,N2O: Nitrous Oxide,/games/n2o-nitrous-oxide/ps-2328,8,Shooter,1998,6,18
Mediocre,Chopper Attack,/games/chopper-attack-140530/n64-3750,5.6,Action,1998,6,17
Unbearable,C: The Contra Adventure,/games/c-the-contra-adventure/ps-3773,1,Action,1998,9,16
Mediocre,Dune 2000,/games/dune-2000/pc-2330,5.3,Strategy,1998,9,16
Great,Future Cop: L.A.P.D.,/games/future-cop-lapd/ps-3923,8.3,Action,1998,9,16
Awful,M.A.X. 2,/games/max-2/pc-3829,3.7,Strategy,1998,9,15
Great,Mega Man Legends,/games/mega-man-legends/ps-2082,8.4,"Action, Adventure",1998,9,15
Good,Parasite Eve,/games/parasite-eve/ps-2228,7.4,RPG,1998,9,14
Good,MechCommander,/games/mechcommander/pc-3835,7.8,Strategy,1998,8,18
Painful,Pro Bass Fishing,/games/pro-bass-fishing/pc-4031,2.9,Hunting,1998,8,18
Good,WarGames,/games/wargames/pc-3963,7,Strategy,1998,8,18
Mediocre,Triple Play '99,/games/triple-play-99/pc-3137,5,Sports,1998,8,13
Good,High Heat Baseball 1999,/games/high-heat-baseball-1999/pc-3858,7,Sports,1998,8,13
Mediocre,Flesh Feast,/games/flesh-feast/pc-3636,5,Action,1998,8,13
Amazing,Grim Fandango,/games/grim-fandango/pc-3100,9.4,Adventure,1998,11,3
Good,Rally Cross 2,/games/rally-cross-2/ps-10396,7.5,Racing,1998,11,3
Good,Return Fire II,/games/return-fire-ii/pc-9953,7.8,Strategy,1998,11,2
Okay,Hedz,/games/hedz/pc-10460,6.5,Action,1998,11,2
Awful,Mike Piazza's StrikeZone,/games/mike-piazzas-strikezone/n64-2276,3,Sports,1998,6,17
Good,Virtual Chess 64,/games/virtual-chess-64/n64-2317,7.7,Board,1998,6,17
Amazing,Metal Gear Solid,/games/metal-gear-solid/ps-569,9.8,"Action, Adventure",1998,10,21
Good,NASCAR 99,/games/nascar-99/n64-3968,7,Racing,1998,10,21
Great,Kagero: Deception II,/games/kagero-deception-ii/ps-3716,8.5,Strategy,1998,10,20
Good,Red Jack: Revenge of the Brethren,/games/red-jack-revenge-of-the-brethren/pc-10369,7,Adventure,1998,10,20
Amazing,Xenogears,/games/xenogears/ps-2230,9.5,RPG,1998,10,20
Awful,Deadly Arts,/games/deadly-arts/n64-2172,3.2,Fighting,1998,10,19
Awful,GT 64 Championship Edition,/games/gt-64-championship-edition/n64-3749,3.9,Racing,1998,9,11
Amazing,NFL Blitz [1998],/games/nfl-blitz-1997/n64-2200,9.1,"Sports, Action",1998,9,11
Amazing,NFL Blitz [1998],/games/nfl-blitz-1997/ps-2285,9.4,"Sports, Action",1998,9,11
Good,NCAA Football '99,/games/ncaa-football-99/pc-10182,7,Sports,1998,9,11
Mediocre,Gex 64: Enter the Gecko,/games/gex-64-enter-the-gecko/n64-2291,5.7,Platformer,1998,9,10
Good,Incoming,/games/incoming/pc-2282,7,Action,1998,8,13
Bad,Deathtrap Dungeon,/games/deathtrap-dungeon/pc-4026,4.7,Action,1998,8,13
Okay,HardBall 6,/games/hardball-99/pc-3752,6,Sports,1998,8,13
Great,Forsaken,/games/forsaken/pc-3104,8.5,Action,1998,8,13
Okay,Urban Assault,/games/urban-assault/pc-3139,6.8,Strategy,1998,8,13
Good,Warhammer: Dark Omen,/games/warhammer-dark-omen/pc-3246,7,Strategy,1998,8,13
Good,Panzer Commander,/games/panzer-commander/pc-3691,7,Simulation,1998,8,13
Bad,Bio F.R.E.A.K.S.,/games/bio-freaks/pc-4032,4,Action,1998,8,13
Bad,Icarus: Sanctuary of the Gods,/games/icarus-sanctuary-of-the-gods/pc-4028,4,RPG,1998,8,12
Bad,Rosco McQueen: Firefighter Extreme,/games/rosco-mcqueen-firefighter-extreme/ps-10337,4.5,Action,1998,11,2
Okay,Cool Boarders 3,/games/cool-boarders-3/ps-10196,6,Sports,1998,10,30
Bad,Trespasser,/games/trespasser/pc-4037,4.7,Action,1998,10,30
Great,NCAA GameBreaker '99,/games/ncaa-gamebreaker-99/ps-10399,8.5,Sports,1998,10,29
Disaster,Extreme PaintBrawl,/games/extreme-paintbrawl/pc-10455,0.7,Action,1998,10,29
Good,Bushido Blade 2,/games/bushido-blade-2/ps-2333,7,Fighting,1998,10,28
Great,Front Office Football,/games/front-office-football/pc-10432,8,"Sports, Simulation",1998,10,28
Amazing,NHL '99,/games/ea-sports-mania-pack/pc-3987,9,Sports,1998,10,27
Amazing,F-Zero X,/games/f-zero-x/n64-418,9.1,Racing,1998,10,27
Good,Armored Core: Project Phantasma,/games/armored-core-project-phantasma/ps-9658,7.8,Action,1998,10,19
Good,Quake II Mission Pack: Ground Zero,/games/quake-ii-mission-pack-ground-zero/pc-3935,7.5,Shooter,1998,10,19
Good,Star Trek: The Next Generation: Klingon Honor Guard,/games/star-trek-the-next-generation-klingon-honor-guard/pc-3112,7,Shooter,1998,10,16
Mediocre,Team Losi RC Racer,/games/team-losi-rc-racer/ps-2327,5,Racing,1998,10,16
Great,Duke Nukem: Time to Kill,/games/duke-nukem-time-to-kill/ps-2314,8,Action,1998,10,15
Mediocre,Knights and Merchants: The Shattered Kingdom,/games/knights-and-merchants-the-shattered-kingdom/pc-3861,5.9,Strategy,1998,10,14
Okay,Iggy's Reckin' Balls,/games/iggys-reckin-balls/n64-2272,6.9,Platformer,1998,9,10
Great,Independence War,/games/independence-war/pc-3110,8,Simulation,1998,9,10
Amazing,Spyro the Dragon,/games/spyro-the-dragon/ps-3920,9,Platformer,1998,9,9
Amazing,Tom Clancy's Rainbow Six,/games/tom-clancys-rainbow-six/pc-3836,9.4,Shooter,1998,9,8
Good,Command & Conquer: Red Alert Retaliation,/games/command-and-conquer-red-alert-retaliation/ps-3785,7,Strategy,1998,9,8
Good,Heart of Darkness,/games/heart-of-darkness/ps-4033,7.8,Platformer,1998,9,8
Okay,NFL GameDay 99,/games/nfl-gameday-99/pc-10158,6,Sports,1998,9,4
Mediocre,Pro-Pinball: Timeshock!,/games/pro-pinball-timeshock/ps-10153,5,Pinball,1998,9,3
Great,Motocross Madness [1998],/games/motocross-madness/pc-3569,8,Racing,1998,9,2
Good,Sanitarium,/games/sanitarium/pc-3424,7,Adventure,1998,8,12
Good,Peter Jacobsen's Golden Tee Golf,/games/peter-jacobsens-golden-tee-golf/pc-3106,7.2,Sports,1998,8,12
Good,Ultim@te Race Pro,/games/ultimte-race-pro/pc-3630,7,Racing,1998,8,12
Awful,Nam,/games/nam/pc-4020,3,Action,1998,8,12
Amazing,Unreal,/games/unreal/pc-2189,9,Shooter,1998,8,12
Great,Final Fantasy VII,/games/final-fantasy-vii/pc-2301,8.2,RPG,1998,8,12
Okay,"Game, Net & Match",/games/game-net-match/pc-3955,6,Sports,1998,8,12
Amazing,"The Operational Art of War, Vol. 1",/games/the-operational-art-of-war-vol-1/pc-4021,9,Strategy,1998,8,12
Amazing,Might and Magic VI: The Mandate of Heaven,/games/might-and-magic-vi-the-mandate-of-heaven/pc-3546,9,RPG,1998,8,12
Mediocre,Test Drive Off-Road 2,/games/test-drive-off-road-2/ps-10309,5.8,Racing,1998,10,27
Great,Railroad Tycoon II,/games/railroad-tycoon-2-platinum-edition/pc-10174,8.9,Strategy,1998,10,27
Great,WCW/NWO Revenge,/games/wcwnwo-revenge/n64-3875,8,Wrestling,1998,10,26
Great,Rival Schools: United by Fate,/games/rival-schools-united-by-fate/ps-3739,8,Fighting,1998,10,26
Amazing,Space Station Silicon Valley,/games/space-station-silicon-valley/n64-1946,9.5,Platformer,1998,10,23
Mediocre,Cardinal Syn,/games/cardinal-syn/ps-3965,5.5,Fighting,1998,10,23
Great,NHL '99,/games/ea-sports-mania-pack/n64-3970,8.8,Sports,1998,10,14
Good,Need for Speed III: Hot Pursuit,/games/need-for-speed-iii-hot-pursuit/pc-3900,7.3,Racing,1998,10,13
Okay,Brunswick Circuit Pro Bowling,/games/brunswick-circuit-pro-bowling/pc-10176,6.8,Sports,1998,10,13
Good,Redline Racer,/games/redline-racer/pc-3125,7,Racing,1998,10,12
Okay,Ninja: Shadow of Darkness,/games/ninja-shadow-of-darkness/ps-2092,6.5,Action,1998,10,12
Great,Caesar III,/games/caesar-iii/pc-10142,8.7,Strategy,1998,10,8
Okay,Cruis'n World,/games/cruisn-world/n64-73,6.5,Racing,1998,10,8
Okay,Running Wild,/games/running-wild/ps-2113,6.1,Racing,1998,10,8
Good,Test Drive 5,/games/test-drive-5/ps-3928,7.5,Racing,1998,10,8
Mediocre,Bottom of the 9th '99,/games/bottom-of-the-9th-99/ps-10146,5,Sports,1998,9,2
Great,Warlords III: Darklords Rising,/games/warlords-iii-darklords-rising/pc-3942,8,Strategy,1998,9,2
Great,Commandos: Behind Enemy Lines,/games/commandos-behind-enemy-lines/pc-3853,8.2,Strategy,1998,9,1
Okay,Leisure Suit Larry's Casino,/games/leisure-suit-larrys-casino/pc-3884,6.2,Casino,1998,9,1
Good,Castrol Honda Superbike World Champions,/games/castrol-honda-superbike-world-champions-142679/pc-3595,7.5,Racing,1998,9,1
Great,WWF Warzone,/games/wwf-warzone/n64-1980,8.5,Wrestling,1998,8,12
Mediocre,Pro Pilot 99,/games/pro-pilot-99/pc-4019,5.8,Simulation,1998,10,23
Great,Body Harvest,/games/body-harvest/n64-405,8.4,Action,1998,10,22
Great,Madden NFL '99,/games/madden-football/pc-9982,8.5,Sports,1998,10,22
Good,MediEvil,/games/medievil/ps-3950,7.8,Action,1998,10,22
Good,Lemmings and Oh No! More Lemmings,/games/lemmings/ps-10302,7,Puzzle,1998,10,22
Great,Axis & Allies [1998],/games/axis-allies-1998/pc-9954,8.2,Strategy,1998,10,21
Good,The Game of Life [1998],/games/the-game-of-life-1998/pc-10306,7.2,Puzzle,1998,10,7
Good,Rogue Trip: Vacation 2012,/games/rogue-trip-vacation-2012/ps-3768,7.9,Action,1998,10,7
Okay,S.C.A.R.S.,/games/scars-809360/ps-9925,6.5,Racing,1998,10,7
Good,Bomberman World,/games/bomberman-world/ps-2297,7.8,Action,1998,10,7
Great,NFL Blitz [1998],/games/nfl-blitz-1997/pc-2286,8.5,"Sports, Action",1998,10,6
Okay,Dragon Seeds,/games/dragon-seeds/ps-10303,6.9,RPG,1998,10,6
Good,Jane's IAF -- Israeli Air Force,/games/janes-2-pack-usnf-97-iaf-israeli-air-force/pc-10178,7,"Flight, Simulation",1998,10,5
Amazing,Brunswick Circuit Pro Bowling,/games/brunswick-circuit-pro-bowling/ps-3791,9,Sports,1998,10,2
Okay,iF/A-18 Carrier Strike Fighter,/games/ifa-18-carrier-strike-fighter/pc-9946,6.8,Simulation,1998,10,1
Mediocre,The Fifth Element,/games/nyr-new-york-race/ps-3936,5,Action,1998,10,1
Okay,Get Medieval,/games/get-medieval/pc-3981,6.1,Action,1998,8,31
Bad,Sensible Soccer '98,/games/sensible-soccer-98/pc-3959,4.3,Sports,1998,8,31
Great,Wild 9,/games/wild-9/ps-1869,8.5,Action,1998,10,1
Great,TOCA Championship Racing,/games/toca-championship-racing/pc-3381,8.2,Racing,1998,9,30
Great,NHL FaceOff '99,/games/nhl-faceoff-99/ps-10240,8.8,Sports,1998,9,30
Good,NASCAR 99,/games/nascar-99/ps-3841,7.1,Racing,1998,9,30
Okay,Pool Hustler,/games/pool-hustler/ps-10238,6.7,Sports,1998,9,30
Good,Spearhead,/games/spearhead/pc-3132,7,Simulation,1998,9,29
Painful,Activision Classics,/games/activision-classics/ps-4023,2,Action,1998,9,29
Mediocre,Heart of Darkness,/games/heart-of-darkness/pc-2254,5.8,Platformer,1998,9,29
Great,NHL '99,/games/ea-sports-mania-pack/ps-10157,8.9,Sports,1998,9,29
Bad,Starship Titanic,/games/starship-titanic/pc-3133,4.9,Adventure,1998,8,31
Good,Tiger Woods '99,/games/pga-tour-golf-the-monterey-courses/pc-4006,7.8,Sports,1998,8,31
Good,X-COM: Interceptor,/games/x-com-interceptor/pc-3144,7,Action,1998,8,31
Bad,Super B-Daman Battle Phoenix 64,/games/super-b-daman-battle-phoenix-64/n64-4000,4,Action,1998,8,30
Mediocre,Pokemon Stadium [Japanese Version],/games/pokemon-stadium-jp-version/n64-3997,5,Battle,1998,8,30
Mediocre,Waialae Country Club: True Golf Classics,/games/waialae-country-club-true-golf-classics/n64-3825,5.8,Sports,1998,8,30
Good,NCAA Football '99,/games/ncaa-football-99-877941/ps-3843,7.8,Sports,1998,8,28
Amazing,NFL GameDay 99,/games/nfl-gameday-99/ps-4016,9.3,Sports,1998,8,28
Great,WWF Warzone,/games/wwf-warzone/ps-3730,8,Wrestling,1998,8,28
Amazing,Devil Dice,/games/devil-dice/ps-3896,9,Puzzle,1998,9,29
Great,Trap Gunner,/games/trap-gunner/ps-3864,8.9,Action,1998,9,28
Unbearable,Deep Sea Trophy Fishing,/games/deep-sea-trophy-fishing/pc-10224,1.8,Hunting,1998,9,28
Great,Unholy War,/games/unholy-war/ps-3911,8,Strategy,1998,9,28
Great,Madden NFL '99,/games/madden-football/n64-3844,8.5,Sports,1998,9,25
Mediocre,Industry Giant [1998],/games/industry-giant-1998/pc-3745,5,Strategy,1998,8,27
Great,Madden NFL '99,/games/madden-football/ps-3840,8.5,Sports,1998,8,26
Great,Turbo Prop Racing,/games/turbo-prop-racing/ps-3962,8,Racing,1998,8,24
Great,Tomba!,/games/tomba/ps-2260,8.7,Platformer,1998,8,24
Great,Elemental Gearbolt,/games/elemental-gearbolt/ps-2244,8.3,Action,1998,8,24
Good,Azure Dreams,/games/azure-dreams/ps-2224,7,RPG,1998,8,24
Painful,Spice World,/games/spice-world/ps-3954,2,Action,1998,8,24
Great,Gex: Enter the Gecko,/games/gex-64-enter-the-gecko/ps-2061,8,Platformer,1998,8,23
Great,Need for Speed III: Hot Pursuit,/games/need-for-speed-iii-hot-pursuit/ps-2231,8,Racing,1998,8,23
Great,Moto Racer 2,/games/moto-racer-2/ps-3898,8.7,Racing,1998,9,18
Great,Circuit Breakers [1998],/games/circuit-breakers/ps-3943,8,Racing,1998,9,18
Amazing,Tenchu: Stealth Assassins,/games/tenchu-shinobi-hyakusen/ps-2332,9,Action,1998,9,18
Great,G Darius,/games/g-darius/ps-3895,8,Shooter,1998,9,17
Okay,Bomberman Hero,/games/bomberman-hero/n64-3781,6,Platformer,1998,9,16
Amazing,Einhander,/games/einhander/ps-2048,9,Shooter,1998,8,23
Amazing,Gran Turismo [1998],/games/gran-turismo-1998/ps-2226,9.5,Racing,1998,8,23
Amazing,Tekken 3,/games/tekken-3/ps-2294,9.3,Fighting,1998,8,23
Okay,Vangers,/games/vangers/pc-3628,6.7,Action,1998,8,18
Great,Mortal Kombat 4,/games/mortal-kombat-4/pc-3940,8,Fighting,1998,8,18
Okay,Twisted Edge Extreme Snowboading,/games/twisted-edge-extreme-snowboading/n64-2007,6.8,Sports,1998,11,13
